Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Data Analytics Schema for Activity Recognition in Smart Home Environments","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_9","Giancarlo FortinoAndrea GiordanoAntonio GuerrieriGiandomenico SpezzanoAndrea Vinci","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_9","Chapter"
"Tools for Supporting Hybrid Learning Strategies in Open Source Software Environments","Hybrid Learning and Education","","","","10.1007/978-3-540-85170-7_29","Francesco Di CerboPaola ForcheriGabriella DoderoGiancarlo Succi","2008","http://link.springer.com/chapter/10.1007/978-3-540-85170-7_29","Chapter"
"Security Aspects of De-materialized Local Public Administration Processes","On the Move to Meaningful Internet Systems: OTM 2015 Conferences","","","","10.1007/978-3-319-26148-5_43","Giancarlo BallaucoPaolo CeravoloErnesto DamianiFulvio FratiFrancesco Zavatarelli","2015","http://link.springer.com/chapter/10.1007/978-3-319-26148-5_43","Chapter"
"Simulation of wires handling for the automation of industrial processes","Computer Applications in Production and Engineering","","","","10.1007/978-0-387-35291-6_25","Paolo DentiPaolo DragoniGiancarlo FrugoliCaterina Rizzi","1997","http://link.springer.com/chapter/10.1007/978-0-387-35291-6_25","Chapter"
"Membrane Systems and Their Application to Systems Biology","Computation and Logic in the Real World","","","","10.1007/978-3-540-73001-9_57","Giancarlo Mauri","2007","http://link.springer.com/chapter/10.1007/978-3-540-73001-9_57","Chapter"
"Developing Agent-Based Smart Objects for IoT Edge Computing: Mobile Crowdsensing Use Case","Internet and Distributed Computing Systems","","","","10.1007/978-3-030-02738-4_20","Teemu LeppänenClaudio SavaglioLauri LovénWilma RussoGiuseppe Di FattaJukka RiekkiGiancarlo Fortino","2018","http://link.springer.com/chapter/10.1007/978-3-030-02738-4_20","Chapter"
"The Notion of Pre-aggregation Function","Modeling Decisions for Artificial Intelligence","","","","10.1007/978-3-319-23240-9_3","Giancarlo LuccaJosé Antonio SanzGraçaliz Pereira DimuroBenjamín BedregalRadko MesiarAnna KolesárováHumberto Bustince","2015","http://link.springer.com/chapter/10.1007/978-3-319-23240-9_3","Chapter"
"Development of a feature -based Computer-Aided Fixturing system","Intelligent Systems for Manufacturing","","","","10.1007/978-0-387-35390-6_48","Giancarlo Medeiros PereiraGilberto Dias da Cunha","1998","http://link.springer.com/chapter/10.1007/978-0-387-35390-6_48","Chapter"
"Planning by Abstraction Using HW[]","AI*IA 2003: Advances in Artificial Intelligence","","","","10.1007/978-3-540-39853-0_29","Giuliano ArmanoGiancarlo CherchiEloisa Vargiu","2003","http://link.springer.com/chapter/10.1007/978-3-540-39853-0_29","Chapter"
"Linking Alterations in Metabolic Fluxes with Shifts in Metabolite Levels by Means of Kinetic Modeling","Advances in Artificial Life, Evolutionary Computation, and Systems Chemistry","","","","10.1007/978-3-319-57711-1_12","Chiara DamianiRiccardo ColomboMarzia Di FilippoDario PesciniGiancarlo Mauri","2017","http://link.springer.com/chapter/10.1007/978-3-319-57711-1_12","Chapter"
"Ethical Requirements for AI Systems","Advances in Artificial Intelligence","","","","10.1007/978-3-030-47358-7_24","Renata GuizzardiGlenda AmaralGiancarlo GuizzardiJohn Mylopoulos","2020","http://link.springer.com/chapter/10.1007/978-3-030-47358-7_24","Chapter"
"Analysis and Simulation of Dynamics in Probabilistic P Systems","DNA Computing","","","","10.1007/11753681_19","Dario PesciniDaniela BesozziClaudio ZandronGiancarlo Mauri","2006","http://link.springer.com/chapter/10.1007/11753681_19","Chapter"
"Prediction of the Successful Completion of Requirements in Software Development—An Initial Study","Agent and Multi-Agent Systems: Technology and Applications","","","","10.1007/978-3-319-39883-9_21","Witold PedryczJoana IljaziAlberto SillittiGiancarlo Succi","2016","http://link.springer.com/chapter/10.1007/978-3-319-39883-9_21","Chapter"
"A Multimedia Summarizer Integrating Text and Images","Intelligent Interactive Multimedia Systems and Services","","","","10.1007/978-3-319-19830-9_3","Antonio d’AciernoFrancesco GargiuloVincenzo MoscatoAntonio PentaFabio PersiaAntonio PicarielloCarlo SansoneGiancarlo Sperlì","2015","http://link.springer.com/chapter/10.1007/978-3-319-19830-9_3","Chapter"
"Clustering Student Mobility Data in 3-Way Networks","Classification and Data Science in the Digital Age","","","","10.1007/978-3-031-09034-9_17","Vincenzo Giuseppe GenovaGiuseppe GiordanoGiancarlo RagoziniMaria Prosperina Vitale","2023","http://link.springer.com/chapter/10.1007/978-3-031-09034-9_17","Chapter"
"Dynamic Rescheduling in Energy-Aware Unrelated Parallel Machine Problems","Advances in Production Management Systems. Smart Manufacturing for Industry 4.0","","","","10.1007/978-3-319-99707-0_29","Sergio FerrerGiancarlo NicolòMiguel A. SalidoAdriana GiretFederico Barber","2018","http://link.springer.com/chapter/10.1007/978-3-319-99707-0_29","Chapter"
"A Scalable Agent-Based Smart Environment for Edge-Based Urban IoT Systems","Interoperability, Safety and Security in IoT","","","","10.1007/978-3-319-93797-7_7","Franco CicirelliGiancarlo FortinoAntonio GuerrieriGiandomenico SpezzanoAndrea Vinci","2018","http://link.springer.com/chapter/10.1007/978-3-319-93797-7_7","Chapter"
"Preface","Natural Computing","","13","3","10.1007/s11047-014-9448-3","Alex GraudenziGiulio CaravagnaGiancarlo Mauri","2014","http://link.springer.com/article/10.1007/s11047-014-9448-3","Article"
"Frontiers in Software Engineering","Communications in Computer and Information Science","","","","10.1007/978-3-030-93135-3","Prof. Giancarlo SucciProf. Paolo CiancariniArtem Kruglov","2021","http://link.springer.com/book/10.1007/978-3-030-93135-3","Book"
"Proceedings of Second Doctoral Symposium on Computational Intelligence","Advances in Intelligent Systems and Computing","","","","10.1007/978-981-16-3346-1","Dr. Deepak GuptaDr. Ashish KhannaProf. Vineet KansalProf. Giancarlo FortinoProf. Aboul Ella Hassanien","2022","http://link.springer.com/book/10.1007/978-981-16-3346-1","Book"
"Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96302-6","Dr. Ajith AbrahamProf. Andries EngelbrechtDr. Fabio ScottiDr. Niketa GandhiDr. Pooja Manghirmalani MishraDr. Giancarlo FortinoDr. Virgilijus SakalauskasDr. Sabri Pllana","2022","http://link.springer.com/book/10.1007/978-3-030-96302-6","Book"
"Advances in Conceptual Modeling","Lecture Notes in Computer Science","","","","10.1007/978-3-031-47112-4","Tiago Prince SalesJoão AraújoJosé BorbinhaGiancarlo Guizzardi","2023","http://link.springer.com/book/10.1007/978-3-031-47112-4","Book"
"Proceedings of Fourth Doctoral Symposium on Computational Intelligence","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-3716-5","Abhishek SwaroopVineet KansalGiancarlo FortinoAboul Ella Hassanien","2023","http://link.springer.com/book/10.1007/978-981-99-3716-5","Book"
"Conceptual Modeling","Lecture Notes in Computer Science","","","","10.1007/978-3-031-47262-6","João Paulo A. AlmeidaJosé BorbinhaGiancarlo GuizzardiSebastian LinkJelena Zdravkovic","2023","http://link.springer.com/book/10.1007/978-3-031-47262-6","Book"
"Enterprise Design, Operations, and Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-17604-3","João Paulo A. AlmeidaDimka KarastoyanovaGiancarlo GuizzardiMarco MontaliFabrizio Maria MaggiClaudenir M. Fonseca","2022","http://link.springer.com/book/10.1007/978-3-031-17604-3","Book"
"Proceedings of Third Doctoral Symposium on Computational Intelligence","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-3148-2","Ashish KhannaDeepak GuptaVineet KansalGiancarlo FortinoAboul Ella Hassanien","2023","http://link.springer.com/book/10.1007/978-981-19-3148-2","Book"
"A GPU-Based Multi-swarm PSO Method for Parameter Estimation in Stochastic Biological Systems Exploiting Discrete-Time Target Series","Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics","","","","10.1007/978-3-642-29066-4_7","Marco S. NobileDaniela BesozziPaolo CazzanigaGiancarlo MauriDario Pescini","2012","http://link.springer.com/chapter/10.1007/978-3-642-29066-4_7","Chapter"
"General Grouping Functions","Information Processing and Management of Uncertainty in Knowledge-Based Systems","","","","10.1007/978-3-030-50143-3_38","Helida SantosGraçaliz P. DimuroTiago C. AsmusGiancarlo LuccaEduardo N. BorgesBenjamin BedregalJosé A. SanzJavier FernándezHumberto Bustince","2020","http://link.springer.com/chapter/10.1007/978-3-030-50143-3_38","Chapter"
"From Modeling to Simulation of Multi-agent Systems: An Integrated Approach and a Case Study","Multiagent System Technologies","","","","10.1007/978-3-540-30082-3_16","Giancarlo FortinoAlfredo GarroWilma Russo","2004","http://link.springer.com/chapter/10.1007/978-3-540-30082-3_16","Chapter"
"Translating Statecharts-Based into BDI Agents: The DSC/PROFETA Case","Multiagent System Technologies","","","","10.1007/978-3-642-40776-5_23","Giancarlo FortinoWilma RussoCorrado Santoro","2013","http://link.springer.com/chapter/10.1007/978-3-642-40776-5_23","Chapter"
"A Pattern Language for Value Modeling in ArchiMate","Advanced Information Systems Engineering","","","","10.1007/978-3-030-21290-2_15","Tiago Prince SalesBen RoelensGeert PoelsGiancarlo GuizzardiNicola GuarinoJohn Mylopoulos","2019","http://link.springer.com/chapter/10.1007/978-3-030-21290-2_15","Chapter"
"An Electronic-Engineered Sensory Sternal Retractor Aimed at Post-sternotomy Pain Reduction","Biomedical Engineering Systems and Technologies","","","","10.1007/978-3-319-94806-5_1","Giovanni SaggioAlessandra BiancoGiancarlo OrengoGiuseppe TancrediCostantino Del GaudioJacob Zeitani","2018","http://link.springer.com/chapter/10.1007/978-3-319-94806-5_1","Chapter"
"The Common Ontology of Value and Risk","Conceptual Modeling","","","","10.1007/978-3-030-00847-5_11","Tiago Prince SalesFernanda BaiãoGiancarlo GuizzardiJoão Paulo A. AlmeidaNicola GuarinoJohn Mylopoulos","2018","http://link.springer.com/chapter/10.1007/978-3-030-00847-5_11","Chapter"
"Simulating counting oracles with cooperation","Journal of Membrane Computing","","2","4","10.1007/s41965-020-00052-0","Alberto LeporatiLuca ManzoniGiancarlo MauriAntonio E. PorrecaClaudio Zandron","2020","http://link.springer.com/article/10.1007/s41965-020-00052-0","Article"
"Application of the Sugeno Integral in Fuzzy Rule-Based Classification","Intelligent Systems","","","","10.1007/978-3-031-21686-2_15","Jonata WieczynskiGiancarlo LuccaEduardo BorgesGraçaliz Dimuro","2022","http://link.springer.com/chapter/10.1007/978-3-031-21686-2_15","Chapter"
"Engineering Multi-Agent Systems through Statecharts-Based JADE Agents and Tools","Transactions on Computational Collective Intelligence VII","","","","10.1007/978-3-642-32066-8_3","Giancarlo FortinoFrancesco RangoWilma Russo","2012","http://link.springer.com/chapter/10.1007/978-3-642-32066-8_3","Chapter"
"Towards Non-invasive Software Measurement System: Architecture and Implementation","Proceedings of 5th International Conference in Software Engineering for Defence Applications","","","","10.1007/978-3-319-70578-1_15","Anton BykovVladimir IvanovMarat MingazovAlan RogersAlexandr ShunevichAlberto SillittiGiancarlo SucciAlexander TormasovJooyong YiAlbert ZabirovDenis Zaplatnikov","2018","http://link.springer.com/chapter/10.1007/978-3-319-70578-1_15","Chapter"
"Neural networks as building blocks for the design of efficient learned indexes","Neural Computing and Applications","","35","29","10.1007/s00521-023-08841-1","Domenico AmatoGiosué Lo BoscoRaffaele Giancarlo","2023","http://link.springer.com/article/10.1007/s00521-023-08841-1","Article"
"Reification and Truthmaking Patterns","Conceptual Modeling","","","","10.1007/978-3-030-00847-5_13","Nicola GuarinoTiago Prince SalesGiancarlo Guizzardi","2018","http://link.springer.com/chapter/10.1007/978-3-030-00847-5_13","Chapter"
"Humankind on the Verge of Becoming a Spacefaring Civilization","The Hunter","","","","10.1007/978-3-319-02060-0_2","Giancarlo Genta","2014","http://link.springer.com/chapter/10.1007/978-3-319-02060-0_2","Chapter"
"On the determinization of weighted finite automata","Automata, Languages and Programming","","","","10.1007/BFb0055077","Adam L. BuchsbaumRaffaele GiancarloJeffery R. Westbrook","1998","http://link.springer.com/chapter/10.1007/BFb0055077","Chapter"
"Skill-based human–robot cooperation in tele-operated path tracking","Autonomous Robots","","42","5","10.1007/s10514-017-9675-4","Nima EnayatiGiancarlo FerrignoElena De Momi","2018","http://link.springer.com/article/10.1007/s10514-017-9675-4","Article"
"Association Rules and Network Analysis for Exploring Comorbidity Patterns in Health Systems","Challenges in Social Network Research","","","","10.1007/978-3-030-31463-7_5","Giuseppe GiordanoMario De SantisSergio PaganoGiancarlo RagoziniMaria Prosperina VitalePierpaolo Cavallo","2020","http://link.springer.com/chapter/10.1007/978-3-030-31463-7_5","Chapter"
"Block Sorting-Based Transformations on Words: Beyond the Magic BWT","Developments in Language Theory","","","","10.1007/978-3-319-98654-8_1","Raffaele GiancarloGiovanni ManziniAntonio RestivoGiovanna RosoneMarinella Sciortino","2018","http://link.springer.com/chapter/10.1007/978-3-319-98654-8_1","Chapter"
"Analyzing the Behavior of Aggregation and Pre-aggregation Functions in Fuzzy Rule-Based Classification Systems with Data Complexity Measures","Advances in Fuzzy Logic and Technology 2017","","","","10.1007/978-3-319-66824-6_39","Giancarlo LuccaJose SanzGraçaliz P. DimuroBenjamín BedregalHumberto Bustince","2018","http://link.springer.com/chapter/10.1007/978-3-319-66824-6_39","Chapter"
"A FAIR Model Catalog for Ontology-Driven Conceptual Modeling Research","Conceptual Modeling","","","","10.1007/978-3-031-17995-2_1","Pedro Paulo F. BarcelosTiago Prince SalesMattia FumagalliClaudenir M. FonsecaIsadora Valle SousaElena RomanenkoJoshua KritzGiancarlo Guizzardi","2022","http://link.springer.com/chapter/10.1007/978-3-031-17995-2_1","Chapter"
"Molecular Diffusion and Compartmentalization in Signal Transduction Pathways: An Application of Membrane Systems to the Study of Bacterial Chemotaxis","Applications of Membrane Computing in Systems and Synthetic Biology","","","","10.1007/978-3-319-03191-0_3","Paolo CazzanigaDaniela BesozziDario PesciniGiancarlo Mauri","2014","http://link.springer.com/chapter/10.1007/978-3-319-03191-0_3","Chapter"
"Reference Ontology Design for a Neurovascular Knowledge Network","Metadata and Semantics","","","","10.1007/978-0-387-77745-0_39","Gianluca ColomboDaniele MericoGiancarlo Mauri","2009","http://link.springer.com/chapter/10.1007/978-0-387-77745-0_39","Chapter"
"Complexity Issues of String to Graph Approximate Matching","Language and Automata Theory and Applications","","","","10.1007/978-3-030-40608-0_17","Riccardo DondiGiancarlo MauriItalo Zoppis","2020","http://link.springer.com/chapter/10.1007/978-3-030-40608-0_17","Chapter"
"Alternative space definitions for P systems with active membranes","Journal of Membrane Computing","","3","2","10.1007/s41965-021-00074-2","Artiom AlhazovAlberto LeporatiLuca ManzoniGiancarlo MauriClaudio Zandron","2021","http://link.springer.com/article/10.1007/s41965-021-00074-2","Article"
"eGLU-Box Mobile: A Smartphone App for Usability Testing by Italian Public Administration Webmasters","Human-Computer Interaction","","","","10.1007/978-3-031-35596-7_5","Stefano FedericiGiovanni BifolchiMarco BracalentiAlessandro AnsaniAgnese NapolettiRosa LanzillottiGiuseppe DesoldaMaria Laura MeleSimone BorsciMaria Laura de FilippisGiancarlo GaudinoMassimo AmendolaAntonello CoccoAldo DoriaEmilio Simonetti","2023","http://link.springer.com/chapter/10.1007/978-3-031-35596-7_5","Chapter"
"On the General Ontological Foundations of Conceptual Modeling","Conceptual Modeling — ER 2002","","","","10.1007/3-540-45816-6_15","Giancarlo GuizzardiHeinrich HerreGerd Wagner","2003","http://link.springer.com/chapter/10.1007/3-540-45816-6_15","Chapter"
"An ensemble evolutionary constraint-based approach to understand the emergence of metabolic phenotypes","Natural Computing","","13","3","10.1007/s11047-014-9439-4","Chiara DamianiDario PesciniRiccardo ColomboSara MolinariLilia AlberghinaMarco VanoniGiancarlo Mauri","2014","http://link.springer.com/article/10.1007/s11047-014-9439-4","Article"
"Flow control and bandwidth management in next generation Internets","Telecommunication Systems","","11","3 - 4","10.1023/A:1019174024082","Carlos M. PazosMario GerlaGiancarlo Rigolio","1999","http://link.springer.com/article/10.1023/A%3A1019174024082","Article"
"Relations in Ontology-Driven Conceptual Modeling","Conceptual Modeling","","","","10.1007/978-3-030-33223-5_4","Claudenir M. FonsecaDaniele PorelloGiancarlo GuizzardiJoão Paulo A. AlmeidaNicola Guarino","2019","http://link.springer.com/chapter/10.1007/978-3-030-33223-5_4","Chapter"
"HaraliCU: GPU-Powered Haralick Feature Extraction on Medical Images Exploiting the Full Dynamics of Gray-Scale Levels","Parallel Computing Technologies","","","","10.1007/978-3-030-25636-4_24","Leonardo RundoAndrea TangherloniSimone GalimbertiPaolo CazzanigaRamona WoitekEvis SalaMarco S. NobileGiancarlo Mauri","2019","http://link.springer.com/chapter/10.1007/978-3-030-25636-4_24","Chapter"
"Legal Power-Subjection Relations: Ontological Analysis and Modeling Pattern","Conceptual Modeling","","","","10.1007/978-3-031-17995-2_5","Cristine GriffoTiago Prince SalesGiancarlo GuizzardiJoão Paulo A. Almeida","2022","http://link.springer.com/chapter/10.1007/978-3-031-17995-2_5","Chapter"
"Uniform solutions to SAT and Subset Sum by spiking neural P systems","Natural Computing","","8","4","10.1007/s11047-008-9091-y","Alberto LeporatiGiancarlo MauriClaudio ZandronGheorghe PăunMario J. Pérez-Jiménez","2009","http://link.springer.com/article/10.1007/s11047-008-9091-y","Article"
"System of Nudge Theory-Based ICT Applications for Older Citizens: The SENIOR Project","Pervasive Computing Paradigms for Mental Health","","","","10.1007/978-3-030-25872-6_3","Giada PietrabissaItalo ZoppisGiancarlo MauriRoberta GhirettiEmanuele Maria GiustiRoberto CattivelliChiara SpatolaGian Mauro ManzoniGianluca Castelnuovo","2019","http://link.springer.com/chapter/10.1007/978-3-030-25872-6_3","Chapter"
"Membrane Systems for Computing","Emergence in Complex, Cognitive, Social, and Biological Systems","","","","10.1007/978-1-4615-0753-6_18","Giancarlo MauriClaudio Zandron","2002","http://link.springer.com/chapter/10.1007/978-1-4615-0753-6_18","Chapter"
"A local landscape mapping method for protein structure prediction in the HP model","Natural Computing","","13","3","10.1007/s11047-014-9427-8","Andrea G. CitroloGiancarlo Mauri","2014","http://link.springer.com/article/10.1007/s11047-014-9427-8","Article"
"A Comparison of Genetic Algorithms and Particle Swarm Optimization for Parameter Estimation in Stochastic Biochemical Systems","Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics","","","","10.1007/978-3-642-01184-9_11","Daniela BesozziPaolo CazzanigaGiancarlo MauriDario PesciniLeonardo Vanneschi","2009","http://link.springer.com/chapter/10.1007/978-3-642-01184-9_11","Chapter"
"On the Foundations of UML as an Ontology Representation Language","Engineering Knowledge in the Age of the Semantic Web","","","","10.1007/978-3-540-30202-5_4","Giancarlo GuizzardiGerd WagnerHeinrich Herre","2004","http://link.springer.com/chapter/10.1007/978-3-540-30202-5_4","Chapter"
"Bayesian versus data driven model selection for microarray data","Natural Computing","","14","3","10.1007/s11047-014-9446-5","Raffaele GiancarloGiosué Lo BoscoFilippo Utro","2015","http://link.springer.com/article/10.1007/s11047-014-9446-5","Article"
"An Empirical Study of Parallel and Distributed Particle Swarm Optimization","Parallel Architectures and Bioinspired Algorithms","","","","10.1007/978-3-642-28789-3_6","Leonardo VanneschiDaniele CodecasaGiancarlo Mauri","2012","http://link.springer.com/chapter/10.1007/978-3-642-28789-3_6","Chapter"
"Towards an Ontology of Software Defects, Errors and Failures","Conceptual Modeling","","","","10.1007/978-3-030-00847-5_25","Bruno Borlini DuarteRicardo A. FalboGiancarlo GuizzardiRenata S. S. GuizzardiVítor E. S. Souza","2018","http://link.springer.com/chapter/10.1007/978-3-030-00847-5_25","Chapter"
"Using Tools for the Analysis of the Mental Activity of Programmers","Brain Informatics","","","","10.1007/978-3-030-86993-9_30","Rozaliya AmirovaGcinizwe DlaminiVladimir IvanovSergey MasyaginAldo SpalloneGiancarlo SucciHerman Tarasau","2021","http://link.springer.com/chapter/10.1007/978-3-030-86993-9_30","Chapter"
"A New Evolutionary Gene Regulatory Network Reverse Engineering Tool","Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics","","","","10.1007/978-3-642-20389-3_2","Antonella FarinaccioLeonardo VanneschiPaolo ProveroGiancarlo MauriMario Giacobini","2011","http://link.springer.com/chapter/10.1007/978-3-642-20389-3_2","Chapter"
"A Turing machine simulation by P systems without charges","Journal of Membrane Computing","","2","2","10.1007/s41965-020-00031-5","Alberto LeporatiLuca ManzoniGiancarlo MauriAntonio E. PorrecaClaudio Zandron","2020","http://link.springer.com/article/10.1007/s41965-020-00031-5","Article"
"Kinematics of aimed movements in ecological immersive virtual reality: a comparative study with real world","Virtual Reality","","26","3","10.1007/s10055-021-00603-5","Sara ArlatiNoël KeijsersGabriele PaoliniGiancarlo FerrignoMarco Sacco","2022","http://link.springer.com/article/10.1007/s10055-021-00603-5","Article"
"On the Application of Ontological Patterns for Conceptual Modeling in Multidimensional Models","Advances in Databases and Information Systems","","","","10.1007/978-3-030-28730-6_14","Glenda AmaralGiancarlo Guizzardi","2019","http://link.springer.com/chapter/10.1007/978-3-030-28730-6_14","Chapter"
"History-Aware, Real-Time Risk Detection in Business Processes","On the Move to Meaningful Internet Systems: OTM 2011","","","","10.1007/978-3-642-25109-2_8","Raffaele ConfortiGiancarlo FortinoMarcello La RosaArthur H. M. ter Hofstede","2011","http://link.springer.com/chapter/10.1007/978-3-642-25109-2_8","Chapter"
"Image Schema Combinations and Complex Events","KI - Künstliche Intelligenz","","33","3","10.1007/s13218-019-00605-1","Maria M. HedblomOliver KutzRafael PeñalozaGiancarlo Guizzardi","2019","http://link.springer.com/article/10.1007/s13218-019-00605-1","Article"
"Genetic approach helps to speed classical Price algorithm for global optimization","Soft Computing","","9","7","10.1007/s00500-004-0370-y","Margherita BrescoGiancarlo RaiconiFabrizio BaroneRosario De RosaLeopoldo Milano","2005","http://link.springer.com/article/10.1007/s00500-004-0370-y","Article"
"Spiking neural P systems: main ideas and results","Natural Computing","","21","4","10.1007/s11047-022-09917-y","Alberto LeporatiGiancarlo MauriClaudio Zandron","2022","http://link.springer.com/article/10.1007/s11047-022-09917-y","Article"
"Fully Automatic Multispectral MR Image Segmentation of Prostate Gland Based on the Fuzzy C-Means Clustering Algorithm","Multidisciplinary Approaches to Neural Computing","","","","10.1007/978-3-319-56904-8_3","Leonardo RundoCarmelo MilitelloGiorgio RussoDavide D’UrsoLucia Maria ValastroAntonio GarufiGiancarlo MauriSalvatore VitabileMaria Carla Gilardi","2018","http://link.springer.com/chapter/10.1007/978-3-319-56904-8_3","Chapter"
"Hierarchies of parallel rewriting P systems — A survey","New Generation Computing","","22","4","10.1007/BF03037285","Daniela BesozziGiancarlo MauriClaudio Zandron","2004","http://link.springer.com/article/10.1007/BF03037285","Article"
"An algorithm for finding conserved secondary structure motifs in unaligned RNA sequences","Journal of Computer Science and Technology","","19","1","10.1007/BF02944781","Giulio PavesiGiancarlo MauriGraziano Pesole","2004","http://link.springer.com/article/10.1007/BF02944781","Article"
"Multi-level Conceptual Modeling: From a Formal Theory to a Well-Founded Language","Conceptual Modeling","","","","10.1007/978-3-030-00847-5_29","Claudenir M. FonsecaJoão Paulo A. AlmeidaGiancarlo GuizzardiVictorio A. Carvalho","2018","http://link.springer.com/chapter/10.1007/978-3-030-00847-5_29","Chapter"
"On Construction Methods of (Interval-Valued) General Grouping Functions","Information Processing and Management of Uncertainty in Knowledge-Based Systems","","","","10.1007/978-3-031-08971-8_30","Graçaliz P. DimuroTiago AsmusJocivania PinheiroHelida SantosEduardo BorgesGiancarlo LuccaIosu Rodriguez-MartinezRadko MesiarHumberto Bustince","2022","http://link.springer.com/chapter/10.1007/978-3-031-08971-8_30","Chapter"
"Towards an Ontological Modelling of Preference Relations","AI*IA 2018 – Advances in Artificial Intelligence","","","","10.1007/978-3-030-03840-3_12","Daniele PorelloGiancarlo Guizzardi","2018","http://link.springer.com/chapter/10.1007/978-3-030-03840-3_12","Chapter"
"Events as Entities in Ontology-Driven Conceptual Modeling","Conceptual Modeling","","","","10.1007/978-3-030-33223-5_39","João Paulo A. AlmeidaRicardo A. FalboGiancarlo Guizzardi","2019","http://link.springer.com/chapter/10.1007/978-3-030-33223-5_39","Chapter"
"RETRACTED ARTICLE: Lung cancer prediction using higher-order recurrent neural network based on glowworm swarm optimization","Neural Computing and Applications","","32","9","10.1007/s00521-018-3824-3","Ramani SelvanambiJaisankar NatarajanMarimuthu KaruppiahSK Hafizul IslamMohammad Mehedi HassanGiancarlo Fortino","2020","http://link.springer.com/article/10.1007/s00521-018-3824-3","Article"
"Convert index trading to option strategies via LSTM architecture","Neural Computing and Applications","","","","10.1007/s00521-020-05377-6","Jimmy Ming-Tai WuMu-En WuPang-Jen HungMohammad Mehedi HassanGiancarlo Fortino","2020","http://link.springer.com/article/10.1007/s00521-020-05377-6","Article"
"A survey of Big Data dimensions vs Social Networks analysis","Journal of Intelligent Information Systems","","57","1","10.1007/s10844-020-00629-2","Michele IanniElio MasciariGiancarlo Sperlí","2021","http://link.springer.com/article/10.1007/s10844-020-00629-2","Article"
"A study on learning robustness using asynchronous 1D cellular automata rules","Natural Computing","","11","2","10.1007/s11047-012-9311-3","Leonardo VanneschiGiancarlo Mauri","2012","http://link.springer.com/article/10.1007/s11047-012-9311-3","Article"
"SPINE-HRV: A BSN-Based Toolkit for Heart Rate Variability Analysis in the Time-Domain","Wearable and Autonomous Biomedical Devices and Systems for Smart Environment","","","","10.1007/978-3-642-15687-8_19","Alessandro AndreoliRaffaele GravinaRoberta GiannantonioPaola PierleoniGiancarlo Fortino","2010","http://link.springer.com/chapter/10.1007/978-3-642-15687-8_19","Chapter"
"Solving QSAT in Sublinear Depth","Membrane Computing","","","","10.1007/978-3-030-12797-8_13","Alberto LeporatiLuca ManzoniGiancarlo MauriAntonio E. PorrecaClaudio Zandron","2019","http://link.springer.com/chapter/10.1007/978-3-030-12797-8_13","Chapter"
"A bio-inspired predictive sensory-motor coordination scheme for robot reaching and preshaping","Autonomous Robots","","25","1 - 2","10.1007/s10514-007-9065-4","Cecilia LaschiGioel AsuniEugenio GuglielmelliGiancarlo TetiRoland JohanssonHitoshi KonosuZbigniew WasikMaria Chiara CarrozzaPaolo Dario","2008","http://link.springer.com/article/10.1007/s10514-007-9065-4","Article"
"Aspect-Based Sentiment Analysis for User Reviews","Cognitive Computation","","13","5","10.1007/s12559-021-09855-4","Yin ZhangJinyang DuXiao MaHaoyu WenGiancarlo Fortino","2021","http://link.springer.com/article/10.1007/s12559-021-09855-4","Article"
"An Alternative to Power Measure for Fuzzy Rule-Based Classification Systems","Intelligent Systems","","","","10.1007/978-3-030-61380-8_16","Frederico B. TiggemannBryan G. PernambucoGiancarlo LuccaEduardo N. BorgesHelida SantosGraçaliz P. DimuroJosé A. SanzHumberto Bustince","2020","http://link.springer.com/chapter/10.1007/978-3-030-61380-8_16","Chapter"
"Towards Ontological Foundations for Agent Modelling Concepts Using the Unified Fundational Ontology (UFO)","Agent-Oriented Information Systems II","","","","10.1007/11426714_8","Giancarlo GuizzardiGerd Wagner","2005","http://link.springer.com/chapter/10.1007/11426714_8","Chapter"
"Expressive Multi-level Modeling for the Semantic Web","The Semantic Web – ISWC 2016","","","","10.1007/978-3-319-46523-4_4","Freddy BrasileiroJoão Paulo A. AlmeidaVictorio A. CarvalhoGiancarlo Guizzardi","2016","http://link.springer.com/chapter/10.1007/978-3-319-46523-4_4","Chapter"
"Are Special Needs Only for Special   Students? A Few Lessons Learnt from a year of Very Special Distance Learning","Artificial Intelligence and Economics: the Key to the Future","","","","10.1007/978-3-031-14605-3_9","Giancarlo IannizzottoAndrea NucitaLucia Lo BelloTindara CaprìRosa Angela Fabio","2023","http://link.springer.com/chapter/10.1007/978-3-031-14605-3_9","Chapter"
